inchikey,smi_pre,smi_post,lambda_sTDA (nm),f1_sTDA,lumo_dft,homo_dft,dmom_dft (D),lambda_z (nm),f1_z,lumo_z,homo_z,dmom_z (D),lumo_mopac,homo_mopac,dmom_mopac (D),lambda_tddft (nm),f1_tddft,lambda_exp_max (nm),epsilon_exp_max ,lambda_exp_min (nm),epsilon_exp_min ,solvent
LKHLFUVHHXCNJH-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,Clc1cc(Cl)c(cc1c1c(Cl)ccc(c1Cl)Cl)Cl,248.3,0.017540358,0.5448,-9.1835,2.10600,277.80461215662933,0.007155588,-0.9295,-9.9746,86.29363,-1.141,-9.93,2.54114,NaN,NaN,NaN,NaN,NaN,NaN,NaN
IXIJUTBWENIBJG-UHFFFAOYSA-N,CCCCCCCCN1c2ccccc2Sc2c1ccc(c2)C=C(C(=O)O)C#N,CN1c2ccccc2Sc2c1ccc(c2)C=C(C(=O)O)C#N,348.5,0.399643425,-0.7832,-7.7673,6.53392,361.7863974482161,0.545541791,-1.42,-8.0621,164.01841,-1.494,-8.047,5.09957,NaN,NaN,439.0,20700.0,315.0,13700.000000000002,NaN
DLDREKZYSJKHBD-UHFFFAOYSA-N,C(=Cc1ccc(cc1)c1ccc(cc1)C=CSC=C(c1ccccc1)c1ccccc1)SC=C(c1ccccc1)c1ccccc1,C(=Cc1ccc(cc1)c1ccc(cc1)C=CSC=C(c1ccccc1)c1ccccc1)SC=C(c1ccccc1)c1ccccc1,326.5,1.668182295,0.0633,-7.4464,0.73726,303.88283922917566,0.694800674,0.0287,-7.628,37.48539,-0.441,-8.124,0.8507,341.1689084209005,1.8857487364,365,NaN,365,NaN,CH 2 Cl 2
HKEVONKOYSRQKW-UHFFFAOYSA-N,CCCCCCn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,Cn1c2cc(ccc2c2c1cc(cc2)N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,326.9,0.884899183,0.6929,-6.798,1.56831,361.575381759999,0.679432888,0.0084,-6.8842,9.30180,-0.427,-7.631,1.96835,330.8450780766897,0.9509542452,376,NaN,376,NaN,NaN
MYUNWHTZYXUCIK-UHFFFAOYSA-N,NN=Cc1ccccc1O,NN=Cc1ccccc1O,275.7,0.246002343,0.7903,-7.9713,3.18778,304.9291647946475,0.187278984,-0.4129,-8.3879,46.96990,-0.467,-8.759,3.22435,NaN,NaN,290,158489.3192461114,290,158489.3192461114,EtOH
VWPOSFSPZNDTMJ-UCWKZMIHSA-N,OC(COc1cccc2c1C[C@H](O)[C@@H](C2)O)CNC(C)(C)C,OC(COc1cccc2c1C[C@H](O)[C@@H](C2)O)CNC(C)(C)C,245.9,0.02679308,1.6773,-8.4049,1.86158,283.00433326980976,0.002010389,0.5549,-8.663,87.28116,0.044,-9.071,3.80535,NaN,NaN,NaN,NaN,NaN,NaN,NaN
MTLDNGPBUAWQRY-UHFFFAOYSA-N,CCCC1CC(C)c2c(N1)cccc2,C1CC(C)c2c(N1)cccc2,266.8,0.056297922,1.9581,-7.4537,1.78915,290.56526460160217,0.029217825,0.8283,-7.945,23.96234,0.478,-8.142,2.16679,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FRQVDMWDJXQBPZ-UHFFFAOYSA-N,CCn1cnc2c1cc([N+](=O)[O-])c1c2c(on1)c1ccc(cc1)[N+](=O)[O-],CCn1cnc2c1cc([N+](=O)[O-])c1c2c(on1)c1ccc(cc1)[N+](=O)[O-],352.5,0.704561089,-1.3601,-8.5212,9.26636,511.90833363131156,0.496266746,-2.9421,-8.4547,138.66126,-2.249,-9.425,8.97058,NaN,NaN,425,NaN,425,NaN,NaN
URYAFVKLYSEINW-UHFFFAOYSA-N,CC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O,CC(c1ccc(cc1)Cl)(c1ccc(cc1)Cl)O,237.7,0.005351182,1.1204,-8.8426,2.73026,275.6429488783985,0.0187544,-0.0866,-8.8653,117.73429,-0.482,-9.636,3.33717,NaN,NaN,NaN,NaN,NaN,NaN,NaN
DADNIAUWWKRDAS-UHFFFAOYSA-N,COc1ccc(cc1)C=C1N=C(N(C1=O)Cc1ccccc1)c1ccccc1,COc1ccc(cc1)C=C1N=C(N(C1=O)Cc1ccccc1)c1ccccc1,334.0,1.123135258,-0.3377,-7.5894,4.52209,360.2097571339444,0.816633704,-0.9746,-7.8306,87.19057,-1.081,-8.499,3.92973,361.30141336181214,0.8654806487,391.0,NaN,391.0,NaN,NaN
RTIXKCRFFJGDFG-UHFFFAOYSA-N,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,283.1,0.270872039,-0.1478,-8.4643,6.23448,360.10513623439925,0.001159769,-1.1106,-8.8117,122.39225,-1.048,-9.463,3.60823,NaN,NaN,NaN,NaN,NaN,NaN,NaN
PSNXLEOAYYAODE-UHFFFAOYSA-N,O=C(c1cc(C(=O)CC(=O)c2ccccc2)c(nc1C)C)CC(=O)c1ccccc1,O=C(c1cc(C(=O)CC(=O)c2ccccc2)c(nc1C)C)CC(=O)c1ccccc1,306.0,0.00861477,-0.3812,-9.5012,1.89913,363.2704318942387,0.000140457,-1.1456,-9.2628,41.37683,-0.918,-10.061,3.1848,NaN,NaN,340,67608.29753919819,340,67608.29753919819,NaN
UDGGZVIHEPGRBI-UHFFFAOYSA-N,c1csc(c1)c1c(sc2c1scc2)c1cccs1,c1csc(c1)c1c(sc2c1scc2)c1cccs1,301.9,0.455106003,0.2968,-7.6763,0.89963,364.874038862577,0.356337773,-0.4396,-7.5688,89.95476,-1.044,-8.29,0.59152,NaN,NaN,700.0,NaN,420.0,NaN,NaN
GFZHUFGKDVINJH-UHFFFAOYSA-N,CN(c1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc2c1ccc(c2)OCc1ccc(cc1)[N+](=O)[O-])C,CN(c1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc2c1ccc(c2)OCc1ccc(cc1)[N+](=O)[O-])C,315.2,1.9034e-05,-0.4862,-7.7859,9.15562,420.71326231932017,9.36e-07,-2.3877,-8.0032,289.23575,-1.362,-8.549,9.92258,NaN,NaN,545.0,2070.0,520.0,1820.0,NaN
BWGYFSZZIBJJIU-UHFFFAOYSA-N,CCCCCCc1ccsc1c1sc(c2c1cccc2)c1ccc(cc1)N,Cc1ccsc1c1sc(c2c1cccc2)c1ccc(cc1)N,367.6,0.57576032,0.1374,-6.9577,2.43252,454.82097727624233,0.314843445,-0.6448,-6.8225,131.86790,-1.015,-8.112,2.84612,NaN,NaN,445,NaN,445,NaN,CH 2 Cl
OVHPCAWSUQWPTM-UHFFFAOYSA-N,OCc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],OCc1ccc(cc1)N(c1ccccc1)c1ccc(cc1)C=Cc1ccc(cc1)[N+](=O)[O-],351.2,1.614123552,-0.7594,-7.321,7.08291,422.28950410593893,0.039610121,-2.3965,-7.4581,277.17976,-1.42,-8.205,7.6374,371.88935783688606,1.438654183,434.0,NaN,427.0,NaN,NaN
WCJLCOAEJIHPCW-UHFFFAOYSA-N,CCCCCCCCOC(=O)c1ccccc1O,COC(=O)c1ccccc1O,264.7,0.103144141,0.5697,-8.6637,1.36159,296.68389185332296,0.089469213,-0.7812,-9.0883,39.21949,-0.736,-9.46,2.42779,NaN,NaN,290,NaN,290,NaN,NaN
HPOARFAQUHSJDG-UHFFFAOYSA-N,CCCCCCOc1ccc(cc1)n1c(=O)c(c2c1c(c1cccs1)c(=O)n2c1ccc(cc1)OCCCCCC)c1cccs1,COc1ccc(cc1)n1c(=O)c(c2c1c(c1cccs1)c(=O)n2c1ccc(cc1)OC)c1cccs1,424.8,0.005868435,-0.8306,-7.7703,1.35590,459.3708721952711,0.00583959,-1.8246,-7.8789,61.27372,-1.799,-8.443,0.8693,NaN,NaN,412,NaN,412,NaN,NaN
XQPKXXGDGHOCPI-UHFFFAOYSA-N,Cc1cccc(c1)N=Nc1c(=O)[nH]c2n(c1N)c1ccccc1n2,Cc1cccc(c1)N=Nc1c(=O)[nH]c2n(c1N)c1ccccc1n2,403.7,0.000550337,-0.4062,-8.0361,5.03832,526.2487198875368,0.002216846,-1.4039,-8.0435,93.70051,-1.319,-8.855,5.81368,NaN,NaN,418.0,NaN,365.0,NaN,Chloroform
GKUXLUBYKWAWFZ-UHFFFAOYSA-N,CSc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)SC,CSc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)SC,426.1,1.57414017,-1.1106,-7.2483,0.00405,438.88211824957045,0.857819877,-1.565,-7.678,0.51272,-1.586,-8.406,1.00065,461.2850398438851,1.1207329318,544,NaN,544,NaN,dichloromethane
XGNITPGMVMYTGC-INIZCTEOSA-N,CCCCCCCC(=O)N[C@H](c1cccc(c1)OC)CO,C(=O)N[C@H](c1cccc(c1)OC)CO,245.9,0.055252973,1.3883,-8.549,2.94117,289.3446870606853,0.000818364,0.1671,-8.7373,49.36865,-0.323,-9.328,5.00213,NaN,NaN,NaN,NaN,NaN,NaN,NaN
YGWJTOJFBDCIHG-IBGZPJMESA-N,COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccc(cc1)C)NC(=O)C,COC(=O)[C@H](Cc1c([nH]c2c1cccc2)c1ccc(cc1)C)NC(=O)C,281.5,0.466245646,0.6741,-7.6659,6.13435,326.70408011990423,0.499765511,-0.1285,-7.536,107.60558,-0.365,-8.506,5.02518,NaN,NaN,310,NaN,310,NaN,NaN
AWFPGFDXVOUWPW-UHFFFAOYSA-N,O=C(C(F)(F)F)C(=CC=C(c1ccc(cc1)C)c1ccc(cc1)C)C(=O)C(F)(F)F,O=C(C(F)(F)F)C(=CC=C(c1ccc(cc1)C)c1ccc(cc1)C)C(=O)C(F)(F)F,348.7,0.359360175,-1.0295,-8.4122,5.41916,454.15457291393284,0.131786662,-1.9228,-8.2452,446.89177,-1.718,-9.368,5.76894,NaN,NaN,405,NaN,405,NaN,NaN
KMOUJOKENFFTPU-QNDFHXLGSA-N,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,OC[C@H]1O[C@@H](Oc2cc(O)c3c(c2)oc(cc3=O)c2ccc(cc2)O)[C@@H]([C@H]([C@@H]1O)O)O,284.0,0.452262764,-0.0509,-8.4032,2.90388,360.3144388419171,0.00259794,-1.1621,-8.5607,102.01635,-1.082,-9.415,6.84789,NaN,NaN,325.0,NaN,255.0,NaN,NaN
GOSWLUPUSVWMFN-UHFFFAOYSA-N,COc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)OC,COc1ccc(cc1)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(cc1)OC,421.7,1.459605313,-0.9872,-7.1974,2.12177,435.1849715882894,0.865160869,-1.5091,-7.6325,19.36007,-1.494,-8.455,0.03512,460.2234335903469,1.0672030546,541,NaN,541,NaN,dichloromethane
FRVZOHONQLMDNU-UHFFFAOYSA-N,Cc1ccc(cc1)c1nc2c(o1)cc(cc2)c1ccc2c(c1)oc(n2)c1ccc(cc1)C,Cc1ccc(cc1)c1nc2c(o1)cc(cc2)c1ccc2c(c1)oc(n2)c1ccc(cc1)C,303.0,1.815246166,0.0502,-7.7292,2.98248,366.3835650280841,1.332058485,-0.6597,-7.3916,46.25192,-1.076,-8.785,2.1805,307.775278048951,1.8707600423,331,58300,331,58300,heptane
VQUGHCQGMVVTRV-UHFFFAOYSA-N,O=Cc1ccc(s1)c1ccc(s1)C1=CCC(CC1)C,O=Cc1ccc(s1)c1ccc(s1)C1=CCC(CC1)C,326.4,1.108718202,-0.4104,-7.7684,5.38557,435.33777530022354,0.826155361,-1.4194,-7.6063,284.25859,-1.286,-9.164,4.69975,366.54602515665766,0.8688926536,395.0,NaN,382.0,NaN,Hexane
PLFZQQMKTBSOOK-UHFFFAOYSA-N,Cc1ccc2c(c1)cc1c(n2C)nc(nc1=O)c1ccccc1,Cc1ccc2c(c1)cc1c(n2C)nc(nc1=O)c1ccccc1,367.7,0.000670857,-1.0116,-8.3241,9.03520,397.25792504166503,0.000488639,-1.5152,-8.3954,80.99813,-1.647,-8.903,9.13747,NaN,NaN,456.0,44668.359215096345,288.0,1905.4607179632462,NaN
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,O=C(N(C)C)Nc1ccc(c(c1)Cl)Cl,256.6,0.024638987,1.27,-8.305,6.97262,285.15225024264873,0.007720035,-0.302,-9.0548,232.41689,-0.553,-9.081,5.62728,NaN,NaN,450.0,2050,371.0,1935,NaN
ZGMLBZYISUQBET-UHFFFAOYSA-N,[O-][N+](=O)c1ccc(cc1)C=NN=Cc1ccco1,[O-][N+](=O)c1ccc(cc1)C=NN=Cc1ccco1,345.6,0.00357562,-1.0765,-8.4401,6.20867,423.4433005652448,0.000200226,-2.5555,-8.2311,110.93868,-1.846,-9.455,5.89598,NaN,NaN,341,NaN,341,NaN,dioxane
HAHOGYAHXYEYLW-UHFFFAOYSA-N,COC(=O)c1n2nc(C=Cc3ccc(cc3)c3ccccc3)ccc2c(c1C(=O)OC)C(=O)OC,COC(=O)c1n2nc(C=Cc3ccc(cc3)c3ccccc3)ccc2c(c1C(=O)OC)C(=O)OC,321.4,0.813571116,-0.5433,-8.0893,4.41408,377.5401900289393,0.308548686,-1.3513,-8.2512,396.23597,-1.482,-9.265,5.80529,330.18426899930614,1.2385398705,455.0,NaN,332.0,NaN,MeOH
KEJSBSWTDDGGGM-UHFFFAOYSA-N,c1ccc2c(c1)c1ccccc1n2c1cc(cc(c1)c1ccc2c(c1)c1ccccc1c1c2cccc1)c1ccc2c(c1)c1ccccc1c1c2cccc1,c1ccc2c(c1)c1ccccc1n2c1cc(cc(c1)c1ccc2c(c1)c1ccccc1c1c2cccc1)c1ccc2c(c1)c1ccccc1c1c2cccc1,299.2,0.056415319,0.1695,-7.6748,2.03920,337.1884645240785,0.002520762,-0.3049,-7.6824,25.89255,-0.885,-8.22,1.43528,NaN,NaN,273,NaN,273,NaN,NaN
